MTU, Time, Power, Cost, Voltage
MTU1,05/12/2015 09:56:44,0.255,0.04,121.9
MTU1,05/12/2015 09:56:46,0.255,0.04,121.9
MTU1,05/12/2015 09:56:44,0.256,0.04,122.1
MTU1,05/12/2015 09:56:43,0.256,0.04,122.1
MTU1,05/12/2015 09:56:42,0.255,0.04,121.9
MTU1,05/12/2015 09:56:41,0.255,0.04,121.9
MTU1,05/12/2015 09:56:40,0.255,0.04,122.0
MTU1,05/12/2015 09:56:39,0.256,0.04,122.2
MTU1,05/12/2015 09:56:38,0.256,0.04,122.2
MTU1,05/12/2015 09:56:42,0.256,0.04,122.2
MTU1,05/12/2015 09:56:38,0.255,0.04,122.1
MTU1,05/12/2015 09:56:37,0.255,0.04,122.0
MTU1,05/12/2015 09:56:36,0.255,0.04,122.0
MTU1,05/12/2015 09:56:35,0.256,0.04,122.1
MTU1,05/12/2015 09:56:34,0.256,0.04,122.1
MTU1,05/12/2015 09:56:33,0.255,0.04,122.0
MTU1,05/12/2015 09:56:32,0.255,0.04,121.9
MTU1,05/12/2015 09:56:31,0.255,0.04,122.0
MTU1,05/12/2015 09:56:30,0.256,0.04,122.1
MTU1,05/12/2015 09:56:29,0.255,0.04,122.1
MTU1,05/12/2015 09:56:28,0.255,0.04,122.0
MTU1,05/12/2015 09:56:27,0.255,0.04,121.9
MTU1,05/12/2015 09:56:26,0.255,0.04,121.9
MTU1,05/12/2015 09:56:25,0.256,0.04,122.0
MTU1,05/12/2015 09:56:24,0.256,0.04,122.0
MTU1,05/12/2015 09:56:23,0.255,0.04,121.9
MTU1,05/12/2015 09:56:22,0.255,0.04,121.9
MTU1,05/12/2015 09:56:21,0.255,0.04,122.1
MTU1,05/12/2015 09:56:20,0.256,0.04,122.2
MTU1,05/12/2015 09:56:19,0.255,0.04,122.1
MTU1,05/12/2015 09:56:18,0.255,0.04,122.1
MTU1,05/12/2015 09:56:22,0.255,0.04,122.1
MTU1,05/12/2015 09:56:18,0.255,0.04,122.0
MTU1,05/12/2015 09:56:17,0.255,0.04,122.0
MTU1,05/12/2015 09:56:16,0.255,0.04,122.0
MTU1,05/12/2015 09:56:15,0.256,0.04,122.1
MTU1,05/12/2015 09:56:14,0.256,0.04,122.1
MTU1,05/12/2015 09:56:16,0.256,0.04,122.1
MTU1,05/12/2015 09:56:14,0.256,0.04,122.1
MTU1,05/12/2015 09:56:13,0.256,0.04,122.1
MTU1,05/12/2015 09:56:21,0.256,0.04,122.1
MTU1,05/12/2015 09:56:13,0.255,0.04,122.0
MTU1,05/12/2015 09:56:12,0.254,0.04,121.9
MTU1,05/12/2015 09:56:11,0.255,0.04,122.0
MTU1,05/12/2015 09:56:10,0.255,0.04,122.1
MTU1,05/12/2015 09:56:09,0.255,0.04,122.1
MTU1,05/12/2015 09:56:08,0.255,0.04,122.0
MTU1,05/12/2015 09:56:07,0.255,0.04,121.9
MTU1,05/12/2015 09:56:06,0.255,0.04,122.0
MTU1,05/12/2015 09:56:07,0.255,0.04,122.0
MTU1,05/12/2015 09:56:06,0.255,0.04,122.0
MTU1,05/12/2015 09:56:05,0.255,0.04,122.1
MTU1,05/12/2015 09:56:04,0.257,0.04,122.1
MTU1,05/12/2015 09:56:03,0.255,0.04,122.0
MTU1,05/12/2015 09:56:02,0.255,0.04,121.9
MTU1,05/12/2015 09:56:01,0.255,0.04,122.0
MTU1,05/12/2015 09:56:00,0.255,0.04,122.0
MTU1,05/12/2015 09:55:59,0.255,0.04,122.0
MTU1,05/12/2015 09:55:58,0.255,0.04,122.0
MTU1,05/12/2015 09:55:57,0.254,0.04,122.0
MTU1,05/12/2015 09:55:56,0.255,0.04,122.0
MTU1,05/12/2015 09:55:55,0.255,0.04,122.1
MTU1,05/12/2015 09:55:54,0.256,0.04,122.1
MTU1,05/12/2015 09:55:53,0.255,0.04,122.1
MTU1,05/12/2015 09:55:52,0.255,0.04,121.9
MTU1,05/12/2015 09:55:51,0.255,0.04,121.9
MTU1,05/12/2015 09:55:50,0.255,0.04,122.1
MTU1,05/12/2015 09:55:49,0.255,0.04,122.1
MTU1,05/12/2015 09:55:48,0.255,0.04,122.1
MTU1,05/12/2015 09:55:47,0.255,0.04,122.1
MTU1,05/12/2015 09:55:46,0.255,0.04,122.1
MTU1,05/12/2015 09:55:47,0.255,0.04,122.1
MTU1,05/12/2015 09:55:46,0.255,0.04,122.1
MTU1,05/12/2015 09:55:45,0.255,0.04,122.2
MTU1,05/12/2015 09:55:44,0.255,0.04,122.0
MTU1,05/12/2015 09:55:43,0.255,0.04,122.0
MTU1,05/12/2015 09:55:42,0.254,0.04,122.0
MTU1,05/12/2015 09:55:41,0.255,0.04,122.1
MTU1,05/12/2015 09:55:40,0.256,0.04,122.2
MTU1,05/12/2015 09:55:39,0.255,0.04,122.2
MTU1,05/12/2015 09:55:38,0.254,0.04,122.0
MTU1,05/12/2015 09:55:37,0.255,0.04,122.0
MTU1,05/12/2015 09:55:36,0.255,0.04,122.1
MTU1,05/12/2015 09:55:35,0.256,0.04,122.2
MTU1,05/12/2015 09:55:34,0.255,0.04,122.1
MTU1,05/12/2015 09:55:33,0.255,0.04,122.1
MTU1,05/12/2015 09:55:32,0.254,0.04,122.0
MTU1,05/12/2015 09:55:41,0.254,0.04,122.0
MTU1,05/12/2015 09:55:32,0.254,0.04,122.0
MTU1,05/12/2015 09:55:31,0.255,0.04,122.2
MTU1,05/12/2015 09:55:30,0.255,0.04,122.2
MTU1,05/12/2015 09:55:29,0.255,0.04,122.1
MTU1,05/12/2015 09:55:28,0.254,0.04,121.9
MTU1,05/12/2015 09:55:27,0.255,0.04,122.0
MTU1,05/12/2015 09:55:26,0.255,0.04,122.1
MTU1,05/12/2015 09:55:25,0.255,0.04,122.1
MTU1,05/12/2015 09:55:24,0.255,0.04,122.1
MTU1,05/12/2015 09:55:36,0.255,0.04,122.1
MTU1,05/12/2015 09:55:24,0.255,0.04,122.0
MTU1,05/12/2015 09:55:23,0.254,0.04,122.0
MTU1,05/12/2015 09:55:22,0.255,0.04,122.2
MTU1,05/12/2015 09:55:21,0.255,0.04,122.2
MTU1,05/12/2015 09:55:31,0.255,0.04,122.2
MTU1,05/12/2015 09:55:21,0.256,0.04,122.3
MTU1,05/12/2015 09:55:20,0.256,0.04,122.3
MTU1,05/12/2015 09:55:19,0.254,0.04,122.2
MTU1,05/12/2015 09:55:23,0.254,0.04,122.2
MTU1,05/12/2015 09:55:19,0.254,0.04,122.0
MTU1,05/12/2015 09:55:18,0.254,0.04,122.0
MTU1,05/12/2015 09:55:17,0.255,0.04,122.2
MTU1,05/12/2015 09:55:16,0.255,0.04,122.0
MTU1,05/12/2015 09:55:15,0.255,0.04,122.0
MTU1,05/12/2015 09:55:17,0.255,0.04,122.0
MTU1,05/12/2015 09:55:15,0.255,0.04,122.0
MTU1,05/12/2015 09:55:14,0.255,0.04,122.0
MTU1,05/12/2015 09:55:16,0.255,0.04,122.0
MTU1,05/12/2015 09:55:14,0.254,0.04,121.9
MTU1,05/12/2015 09:55:24,0.254,0.04,121.9
MTU1,05/12/2015 09:55:14,0.254,0.04,121.9
MTU1,05/12/2015 09:55:13,0.254,0.04,122.0
MTU1,05/12/2015 09:55:12,0.255,0.04,122.1
MTU1,05/12/2015 09:55:11,0.254,0.04,122.1
MTU1,05/12/2015 09:55:10,0.254,0.04,122.0
MTU1,05/12/2015 09:55:09,0.254,0.04,122.0
MTU1,05/12/2015 09:55:08,0.255,0.04,122.2
MTU1,05/12/2015 09:55:07,0.255,0.04,122.2
MTU1,05/12/2015 09:55:06,0.254,0.04,122.1
MTU1,05/12/2015 09:55:07,0.254,0.04,122.1
MTU1,05/12/2015 09:55:06,0.254,0.04,122.1
MTU1,05/12/2015 09:55:05,0.254,0.04,122.0
MTU1,05/12/2015 09:55:04,0.255,0.04,122.1
MTU1,05/12/2015 09:55:03,0.255,0.04,122.2
MTU1,05/12/2015 09:55:02,0.254,0.04,122.2
MTU1,05/12/2015 09:55:01,0.254,0.04,122.0
MTU1,05/12/2015 09:55:00,0.254,0.04,122.0
MTU1,05/12/2015 09:54:59,0.255,0.04,122.2
MTU1,05/12/2015 09:54:58,0.255,0.04,122.2
MTU1,05/12/2015 09:54:57,0.254,0.04,122.1
MTU1,05/12/2015 09:54:56,0.254,0.04,122.0
MTU1,05/12/2015 09:54:55,0.254,0.04,122.0
MTU1,05/12/2015 09:54:54,0.255,0.04,122.1
MTU1,05/12/2015 09:54:53,0.254,0.04,122.0
MTU1,05/12/2015 09:54:52,0.254,0.04,122.0
MTU1,05/12/2015 09:54:51,0.253,0.04,121.9
MTU1,05/12/2015 09:54:50,0.254,0.04,122.0
MTU1,05/12/2015 09:54:49,0.254,0.04,122.2
MTU1,05/12/2015 09:54:48,0.254,0.04,122.2
MTU1,05/12/2015 09:54:47,0.253,0.04,122.1
MTU1,05/12/2015 09:54:46,0.253,0.04,122.1
MTU1,05/12/2015 09:54:45,0.254,0.04,122.1
MTU1,05/12/2015 09:54:44,0.253,0.04,122.2
MTU1,05/12/2015 09:54:43,0.253,0.04,122.2
MTU1,05/12/2015 09:54:42,0.253,0.04,122.1
MTU1,05/12/2015 09:54:41,0.253,0.04,122.0
MTU1,05/12/2015 09:54:40,0.253,0.04,122.2
MTU1,05/12/2015 09:54:39,0.255,0.04,122.3
MTU1,05/12/2015 09:54:38,0.253,0.04,122.2
MTU1,05/12/2015 09:54:37,0.253,0.04,122.0
MTU1,05/12/2015 09:54:36,0.253,0.04,122.0
MTU1,05/12/2015 09:54:37,0.253,0.04,122.0
MTU1,05/12/2015 09:54:36,0.253,0.04,122.0
MTU1,05/12/2015 09:54:35,0.254,0.04,122.2
MTU1,05/12/2015 09:54:34,0.255,0.04,122.2
MTU1,05/12/2015 09:54:33,0.253,0.04,122.0
MTU1,05/12/2015 09:54:32,0.253,0.04,122.0
MTU1,05/12/2015 09:54:31,0.253,0.04,122.0
MTU1,05/12/2015 09:54:39,0.253,0.04,122.0
MTU1,05/12/2015 09:54:31,0.253,0.04,122.0
MTU1,05/12/2015 09:54:30,0.254,0.04,122.1
MTU1,05/12/2015 09:54:29,0.254,0.04,122.1
MTU1,05/12/2015 09:54:28,0.253,0.04,121.9
MTU1,05/12/2015 09:54:27,0.253,0.04,121.8
MTU1,05/12/2015 09:54:26,0.253,0.04,121.9
MTU1,05/12/2015 09:54:27,0.253,0.04,121.9
MTU1,05/12/2015 09:54:26,0.253,0.04,121.9
MTU1,05/12/2015 09:54:25,0.253,0.04,122.0
MTU1,05/12/2015 09:54:24,0.254,0.04,122.1
MTU1,05/12/2015 09:54:23,0.253,0.04,122.1
MTU1,05/12/2015 09:54:22,0.253,0.04,122.0
MTU1,05/12/2015 09:54:21,0.253,0.04,121.9
MTU1,05/12/2015 09:54:20,0.253,0.04,122.0
MTU1,05/12/2015 09:54:19,0.254,0.04,122.0
MTU1,05/12/2015 09:54:18,0.254,0.04,122.0
MTU1,05/12/2015 09:54:17,0.253,0.04,121.9
MTU1,05/12/2015 09:54:16,0.253,0.04,121.9
MTU1,05/12/2015 09:54:17,0.253,0.04,121.9
MTU1,05/12/2015 09:54:16,0.253,0.04,121.9
MTU1,05/12/2015 09:54:15,0.253,0.04,121.9
MTU1,05/12/2015 09:54:17,0.253,0.04,121.9
MTU1,05/12/2015 09:54:15,0.253,0.04,121.9
MTU1,05/12/2015 09:54:14,0.253,0.04,122.0
MTU1,05/12/2015 09:54:13,0.253,0.04,122.0
MTU1,05/12/2015 09:54:12,0.253,0.04,121.9
MTU1,05/12/2015 09:54:11,0.252,0.04,121.9
MTU1,05/12/2015 09:54:10,0.252,0.04,121.8
MTU1,05/12/2015 09:54:09,0.252,0.04,121.9
MTU1,05/12/2015 09:54:08,0.253,0.04,121.9
MTU1,05/12/2015 09:54:07,0.252,0.04,121.9
MTU1,05/12/2015 09:54:06,0.252,0.04,121.9
MTU1,05/12/2015 09:54:05,0.252,0.04,121.9
MTU1,05/12/2015 09:54:04,0.252,0.04,121.9
MTU1,05/12/2015 09:54:03,0.252,0.04,122.0
MTU1,05/12/2015 09:54:02,0.253,0.04,122.0
MTU1,05/12/2015 09:54:01,0.252,0.04,122.0
MTU1,05/12/2015 09:54:00,0.252,0.04,121.9
MTU1,05/12/2015 09:53:59,0.252,0.04,121.9
MTU1,05/12/2015 09:53:58,0.252,0.04,121.9
MTU1,05/12/2015 09:53:57,0.253,0.04,122.0
MTU1,05/12/2015 09:53:56,0.252,0.04,122.0
MTU1,05/12/2015 09:53:55,0.252,0.04,122.0
MTU1,05/12/2015 09:53:54,0.252,0.04,121.9
MTU1,05/12/2015 09:53:56,0.252,0.04,121.9
MTU1,05/12/2015 09:53:54,0.252,0.04,121.9
MTU1,05/12/2015 09:53:53,0.252,0.04,121.9
MTU1,05/12/2015 09:53:52,0.252,0.04,121.9
MTU1,05/12/2015 09:53:51,0.252,0.04,121.9
MTU1,05/12/2015 09:53:59,0.252,0.04,121.9
MTU1,05/12/2015 09:53:51,0.252,0.04,121.9
MTU1,05/12/2015 09:53:50,0.252,0.04,121.9
MTU1,05/12/2015 09:53:49,0.252,0.04,121.8
MTU1,05/12/2015 09:53:48,0.251,0.04,121.8
MTU1,05/12/2015 09:53:47,0.251,0.04,121.8
MTU1,05/12/2015 09:53:46,0.252,0.04,121.9
MTU1,05/12/2015 09:53:45,0.253,0.04,121.9
MTU1,05/12/2015 09:53:44,0.252,0.04,121.8
MTU1,05/12/2015 09:53:43,0.252,0.04,121.8
MTU1,05/12/2015 09:53:42,0.252,0.04,121.7
MTU1,05/12/2015 09:53:41,0.252,0.04,121.7
MTU1,05/12/2015 09:53:40,0.252,0.04,121.8
MTU1,05/12/2015 09:53:39,0.253,0.04,121.9
MTU1,05/12/2015 09:53:38,0.254,0.04,121.9
MTU1,05/12/2015 09:53:37,0.253,0.04,121.8
MTU1,05/12/2015 09:53:36,0.253,0.04,121.8
MTU1,05/12/2015 09:53:35,0.253,0.04,121.8
MTU1,05/12/2015 09:53:45,0.253,0.04,121.8
MTU1,05/12/2015 09:53:35,0.253,0.04,121.8
MTU1,05/12/2015 09:53:34,0.253,0.04,121.8
MTU1,05/12/2015 09:53:33,0.253,0.04,121.8
MTU1,05/12/2015 09:53:41,0.253,0.04,121.8
MTU1,05/12/2015 09:53:33,0.253,0.04,121.8
MTU1,05/12/2015 09:53:32,0.253,0.04,121.9
MTU1,05/12/2015 09:53:33,0.253,0.04,121.9
MTU1,05/12/2015 09:53:32,0.253,0.04,121.9
MTU1,05/12/2015 09:53:31,0.253,0.04,121.9
MTU1,05/12/2015 09:53:30,0.253,0.04,121.9
MTU1,05/12/2015 09:53:29,0.253,0.04,121.7
MTU1,05/12/2015 09:53:28,0.253,0.04,121.7
MTU1,05/12/2015 09:53:27,0.253,0.04,121.7
MTU1,05/12/2015 09:53:26,0.253,0.04,121.9
MTU1,05/12/2015 09:53:25,0.254,0.04,121.9
MTU1,05/12/2015 09:53:24,0.253,0.04,121.6
MTU1,05/12/2015 09:53:23,0.253,0.04,121.9
MTU1,05/12/2015 09:53:22,0.253,0.04,121.9
MTU1,05/12/2015 09:53:21,0.253,0.04,121.9
MTU1,05/12/2015 09:53:20,0.254,0.04,122.0
MTU1,05/12/2015 09:53:19,0.254,0.04,122.0
MTU1,05/12/2015 09:53:18,0.254,0.04,122.0
MTU1,05/12/2015 09:53:17,0.253,0.04,122.0
MTU1,05/12/2015 09:53:16,0.253,0.04,122.0
MTU1,05/12/2015 09:53:15,0.253,0.04,121.8
MTU1,05/12/2015 09:53:17,0.253,0.04,121.8
MTU1,05/12/2015 09:53:15,0.253,0.04,121.8
MTU1,05/12/2015 09:53:14,0.253,0.04,121.9
MTU1,05/12/2015 09:53:13,0.253,0.04,121.9
MTU1,05/12/2015 09:53:12,0.254,0.04,122.0
MTU1,05/12/2015 09:53:11,0.254,0.04,122.0
MTU1,05/12/2015 09:53:10,0.254,0.04,121.9
MTU1,05/12/2015 09:53:09,0.253,0.04,121.8
MTU1,05/12/2015 09:53:08,0.253,0.04,121.8
MTU1,05/12/2015 09:53:07,0.254,0.04,121.9
MTU1,05/12/2015 09:53:06,0.253,0.04,122.0
MTU1,05/12/2015 09:53:05,0.254,0.04,122.0
MTU1,05/12/2015 09:53:04,0.253,0.04,122.0
MTU1,05/12/2015 09:53:03,0.253,0.04,121.9
MTU1,05/12/2015 09:53:02,0.253,0.04,121.9
MTU1,05/12/2015 09:53:01,0.253,0.04,121.9
MTU1,05/12/2015 09:53:00,0.253,0.04,121.9
MTU1,05/12/2015 09:52:59,0.253,0.04,121.9
MTU1,05/12/2015 09:53:03,0.253,0.04,121.9
MTU1,05/12/2015 09:52:59,0.255,0.04,122.0
MTU1,05/12/2015 09:52:58,0.255,0.04,122.0
MTU1,05/12/2015 09:52:57,0.256,0.04,121.9
MTU1,05/12/2015 09:52:56,0.256,0.04,121.9
MTU1,05/12/2015 09:52:55,0.257,0.04,121.8
MTU1,05/12/2015 09:52:54,0.257,0.04,121.8
MTU1,05/12/2015 09:52:53,0.258,0.04,121.9
MTU1,05/12/2015 09:52:52,0.258,0.04,121.9
MTU1,05/12/2015 09:52:51,0.259,0.04,122.0
MTU1,05/12/2015 09:52:50,0.258,0.04,122.1
MTU1,05/12/2015 09:52:49,0.258,0.04,122.0
MTU1,05/12/2015 09:52:48,0.258,0.04,122.0
MTU1,05/12/2015 09:52:47,0.259,0.04,122.0
MTU1,05/12/2015 09:52:46,0.259,0.04,122.0
MTU1,05/12/2015 09:52:45,0.259,0.04,122.0
MTU1,05/12/2015 09:52:44,0.260,0.04,122.0
MTU1,05/12/2015 09:52:43,0.260,0.04,122.0
MTU1,05/12/2015 09:52:42,0.259,0.04,122.0
MTU1,05/12/2015 09:52:41,0.259,0.04,122.0
MTU1,05/12/2015 09:52:40,0.258,0.04,121.9
MTU1,05/12/2015 09:52:39,0.258,0.04,121.9
MTU1,05/12/2015 09:52:38,0.259,0.04,121.8
MTU1,05/12/2015 09:52:37,0.258,0.04,121.9
MTU1,05/12/2015 09:52:36,0.259,0.04,122.0
MTU1,05/12/2015 09:52:35,0.259,0.04,122.1
MTU1,05/12/2015 09:52:34,0.259,0.04,122.1
MTU1,05/12/2015 09:52:33,0.259,0.04,122.0
MTU1,05/12/2015 09:52:32,0.259,0.04,121.9
MTU1,05/12/2015 09:52:31,0.259,0.04,121.9
MTU1,05/12/2015 09:52:30,0.259,0.04,121.8
MTU1,05/12/2015 09:52:29,0.260,0.04,121.9
MTU1,05/12/2015 09:52:28,0.260,0.04,121.9
MTU1,05/12/2015 09:52:27,0.260,0.04,121.9
MTU1,05/12/2015 09:52:26,0.260,0.04,122.0
MTU1,05/12/2015 09:52:27,0.260,0.04,122.0
MTU1,05/12/2015 09:52:26,0.260,0.04,122.0
MTU1,05/12/2015 09:52:25,0.259,0.04,121.9
MTU1,05/12/2015 09:52:24,0.260,0.04,121.9
MTU1,05/12/2015 09:52:23,0.259,0.04,121.8
MTU1,05/12/2015 09:52:22,0.259,0.04,121.8
MTU1,05/12/2015 09:52:21,0.260,0.04,121.8
MTU1,05/12/2015 09:52:20,0.260,0.04,121.9
MTU1,05/12/2015 09:52:19,0.260,0.04,122.0
MTU1,05/12/2015 09:52:18,0.261,0.04,122.0
MTU1,05/12/2015 09:52:17,0.261,0.04,122.0
MTU1,05/12/2015 09:52:16,0.260,0.04,122.0
MTU1,05/12/2015 09:52:15,0.260,0.04,122.0
MTU1,05/12/2015 09:52:14,0.260,0.04,121.9
MTU1,05/12/2015 09:52:13,0.260,0.04,121.9
MTU1,05/12/2015 09:52:12,0.261,0.04,121.9
MTU1,05/12/2015 09:52:11,0.261,0.04,122.0
MTU1,05/12/2015 09:52:10,0.261,0.04,122.0
MTU1,05/12/2015 09:52:09,0.261,0.04,122.0
MTU1,05/12/2015 09:52:13,0.261,0.04,122.0
MTU1,05/12/2015 09:52:09,0.261,0.04,122.0
MTU1,05/12/2015 09:52:08,0.260,0.04,122.0
MTU1,05/12/2015 09:52:07,0.261,0.04,122.0
MTU1,05/12/2015 09:52:06,0.261,0.04,122.0
MTU1,05/12/2015 09:52:05,0.261,0.04,121.9
MTU1,05/12/2015 09:52:04,0.260,0.04,121.8
MTU1,05/12/2015 09:52:03,0.260,0.04,121.9
MTU1,05/12/2015 09:52:02,0.260,0.04,121.9
MTU1,05/12/2015 09:52:01,0.260,0.04,121.9
MTU1,05/12/2015 09:52:00,0.260,0.04,121.9
MTU1,05/12/2015 09:51:59,0.256,0.04,121.7
MTU1,05/12/2015 09:51:58,0.256,0.04,121.7
MTU1,05/12/2015 09:51:57,0.255,0.04,121.7
MTU1,05/12/2015 09:51:56,0.255,0.04,121.7
MTU1,05/12/2015 09:51:55,0.255,0.04,121.7
MTU1,05/12/2015 09:51:54,0.254,0.04,121.8
MTU1,05/12/2015 09:51:53,0.245,0.04,121.8
MTU1,05/12/2015 09:51:52,0.245,0.04,121.8
MTU1,05/12/2015 09:51:53,0.245,0.04,121.8
MTU1,05/12/2015 09:51:52,0.230,0.04,121.8
MTU1,05/12/2015 09:51:51,1.681,0.26,121.1
MTU1,05/12/2015 09:51:50,1.681,0.26,121.1
MTU1,05/12/2015 09:51:49,0.114,0.02,121.8
MTU1,05/12/2015 09:51:53,0.114,0.02,121.8
MTU1,05/12/2015 09:51:49,0.114,0.02,121.8
MTU1,05/12/2015 09:51:48,0.114,0.02,121.8
MTU1,05/12/2015 09:51:47,0.114,0.02,121.8
MTU1,05/12/2015 09:51:46,0.114,0.02,121.9
MTU1,05/12/2015 09:51:45,0.114,0.02,121.9
MTU1,05/12/2015 09:51:44,0.114,0.02,121.9
MTU1,05/12/2015 09:51:43,0.114,0.02,121.9
MTU1,05/12/2015 09:51:42,0.114,0.02,121.9
MTU1,05/12/2015 09:51:41,0.114,0.02,121.9
MTU1,05/12/2015 09:51:40,0.114,0.02,121.9
MTU1,05/12/2015 09:51:39,0.114,0.02,121.9
MTU1,05/12/2015 09:51:38,0.114,0.02,122.0
MTU1,05/12/2015 09:51:37,0.114,0.02,121.9
MTU1,05/12/2015 09:51:36,0.114,0.02,121.9
MTU1,05/12/2015 09:51:35,0.113,0.02,121.9
MTU1,05/12/2015 09:51:37,0.113,0.02,121.9
MTU1,05/12/2015 09:51:35,0.114,0.02,121.9
MTU1,05/12/2015 09:51:34,0.114,0.02,121.9
MTU1,05/12/2015 09:51:33,0.114,0.02,121.9
MTU1,05/12/2015 09:51:32,0.113,0.02,121.9
MTU1,05/12/2015 09:51:31,0.114,0.02,122.0
MTU1,05/12/2015 09:51:30,0.114,0.02,122.1
MTU1,05/12/2015 09:51:29,0.114,0.02,122.1
MTU1,05/12/2015 09:51:28,0.113,0.02,122.0
MTU1,05/12/2015 09:51:32,0.113,0.02,122.0
MTU1,05/12/2015 09:51:28,0.113,0.02,122.0
MTU1,05/12/2015 09:51:27,0.113,0.02,122.0
MTU1,05/12/2015 09:51:26,0.114,0.02,122.0
MTU1,05/12/2015 09:51:25,0.113,0.02,122.0
MTU1,05/12/2015 09:51:24,0.114,0.02,122.1
MTU1,05/12/2015 09:51:26,0.114,0.02,122.1
MTU1,05/12/2015 09:51:24,0.114,0.02,122.1
MTU1,05/12/2015 09:51:23,0.114,0.02,122.1
MTU1,05/12/2015 09:51:22,0.114,0.02,122.0
MTU1,05/12/2015 09:51:21,0.114,0.02,122.0
MTU1,05/12/2015 09:51:20,0.114,0.02,122.0
MTU1,05/12/2015 09:51:19,0.113,0.02,122.0
MTU1,05/12/2015 09:51:23,0.113,0.02,122.0
MTU1,05/12/2015 09:51:19,0.113,0.02,122.0
MTU1,05/12/2015 09:51:18,0.113,0.02,122.0
MTU1,05/12/2015 09:51:22,0.113,0.02,122.0
MTU1,05/12/2015 09:51:18,0.113,0.02,122.0
MTU1,05/12/2015 09:51:17,0.114,0.02,122.0
MTU1,05/12/2015 09:51:16,0.114,0.02,122.1
MTU1,05/12/2015 09:51:15,0.114,0.02,122.1
MTU1,05/12/2015 09:51:14,0.114,0.02,122.0
MTU1,05/12/2015 09:51:13,0.114,0.02,122.0
MTU1,05/12/2015 09:51:12,0.113,0.02,121.9
MTU1,05/12/2015 09:51:11,0.113,0.02,121.9
MTU1,05/12/2015 09:51:10,0.113,0.02,122.0
MTU1,05/12/2015 09:51:09,0.114,0.02,122.0
MTU1,05/12/2015 09:51:08,0.114,0.02,122.0
MTU1,05/12/2015 09:51:07,0.114,0.02,122.0
MTU1,05/12/2015 09:51:06,0.113,0.02,122.0
MTU1,05/12/2015 09:51:05,0.114,0.02,122.0
MTU1,05/12/2015 09:51:04,0.114,0.02,121.9
MTU1,05/12/2015 09:51:03,0.114,0.02,122.0
MTU1,05/12/2015 09:51:02,0.114,0.02,122.0
MTU1,05/12/2015 09:51:01,0.114,0.02,122.0
MTU1,05/12/2015 09:51:00,0.114,0.02,122.1
MTU1,05/12/2015 09:50:59,0.114,0.02,122.1
MTU1,05/12/2015 09:50:58,0.113,0.02,122.0
MTU1,05/12/2015 09:51:02,0.113,0.02,122.0
MTU1,05/12/2015 09:50:58,0.113,0.02,122.0
MTU1,05/12/2015 09:50:57,0.113,0.02,122.0
MTU1,05/12/2015 09:50:56,0.114,0.02,122.0
MTU1,05/12/2015 09:50:55,0.114,0.02,122.0
MTU1,05/12/2015 09:50:54,0.114,0.02,122.2
MTU1,05/12/2015 09:50:53,0.114,0.02,122.2
MTU1,05/12/2015 09:50:52,0.114,0.02,122.1
MTU1,05/12/2015 09:50:51,0.113,0.02,122.1
MTU1,05/12/2015 09:50:50,0.113,0.02,122.0
MTU1,05/12/2015 09:50:49,0.113,0.02,121.9
MTU1,05/12/2015 09:50:48,0.113,0.02,122.0
MTU1,05/12/2015 09:50:47,0.113,0.02,122.0
MTU1,05/12/2015 09:50:46,0.114,0.02,121.9
MTU1,05/12/2015 09:50:47,0.114,0.02,121.9
MTU1,05/12/2015 09:50:46,0.114,0.02,121.9
MTU1,05/12/2015 09:50:45,0.114,0.02,122.2
MTU1,05/12/2015 09:50:44,0.113,0.02,122.1
MTU1,05/12/2015 09:50:43,0.113,0.02,122.1
MTU1,05/12/2015 09:50:42,0.113,0.02,122.1
MTU1,05/12/2015 09:50:43,0.113,0.02,122.1
MTU1,05/12/2015 09:50:42,0.113,0.02,122.1
MTU1,05/12/2015 09:50:41,0.114,0.02,122.2
MTU1,05/12/2015 09:50:40,0.113,0.02,122.3
MTU1,05/12/2015 09:50:39,0.114,0.02,122.3
MTU1,05/12/2015 09:50:38,0.114,0.02,122.3
MTU1,05/12/2015 09:50:37,0.114,0.02,122.3
MTU1,05/12/2015 09:50:36,0.114,0.02,122.2
MTU1,05/12/2015 09:50:45,0.114,0.02,122.2
MTU1,05/12/2015 09:50:36,0.113,0.02,122.2
MTU1,05/12/2015 09:50:35,0.113,0.02,122.1
MTU1,05/12/2015 09:50:34,0.114,0.02,122.1
MTU1,05/12/2015 09:50:33,0.114,0.02,122.1
MTU1,05/12/2015 09:50:32,0.114,0.02,122.1
MTU1,05/12/2015 09:50:31,0.113,0.02,122.2
MTU1,05/12/2015 09:50:39,0.113,0.02,122.2
MTU1,05/12/2015 09:50:31,0.114,0.02,122.4
MTU1,05/12/2015 09:50:30,0.114,0.02,122.4
MTU1,05/12/2015 09:50:29,0.114,0.02,122.3
MTU1,05/12/2015 09:50:28,0.114,0.02,122.3
MTU1,05/12/2015 09:50:27,0.113,0.02,122.3
MTU1,05/12/2015 09:50:37,0.113,0.02,122.3
MTU1,05/12/2015 09:50:27,0.113,0.02,122.3
MTU1,05/12/2015 09:50:26,0.113,0.02,122.4
MTU1,05/12/2015 09:50:27,0.113,0.02,122.4
MTU1,05/12/2015 09:50:26,0.113,0.02,122.4
MTU1,05/12/2015 09:50:25,0.114,0.02,122.5
