MTU, Time, Power, Cost, Voltage
MTU1,05/11/2015 21:33:18,1.919,0.29,122.8
MTU1,05/11/2015 21:33:17,1.924,0.29,122.9
MTU1,05/11/2015 21:33:16,1.924,0.29,122.9
MTU1,05/11/2015 21:33:17,1.924,0.29,122.9
MTU1,05/11/2015 21:33:16,1.924,0.29,122.9
MTU1,05/11/2015 21:33:15,1.921,0.29,122.9
MTU1,05/11/2015 21:33:14,1.918,0.29,122.8
MTU1,05/11/2015 21:33:13,1.918,0.29,122.7
MTU1,05/11/2015 21:33:12,1.919,0.29,122.7
MTU1,05/11/2015 21:33:11,1.922,0.29,122.8
MTU1,05/11/2015 21:33:10,1.924,0.29,122.9
MTU1,05/11/2015 21:33:09,1.921,0.29,122.8
MTU1,05/11/2015 21:33:08,1.919,0.29,122.8
MTU1,05/11/2015 21:33:07,1.918,0.29,122.7
MTU1,05/11/2015 21:33:06,1.918,0.29,122.7
MTU1,05/11/2015 21:33:07,1.918,0.29,122.7
MTU1,05/11/2015 21:33:06,1.921,0.29,122.8
MTU1,05/11/2015 21:33:05,1.924,0.29,122.9
MTU1,05/11/2015 21:33:04,1.923,0.29,122.9
MTU1,05/11/2015 21:33:03,1.920,0.29,122.8
MTU1,05/11/2015 21:33:02,1.919,0.29,122.7
MTU1,05/11/2015 21:33:01,1.922,0.29,122.8
MTU1,05/11/2015 21:33:00,1.926,0.29,122.9
MTU1,05/11/2015 21:32:59,1.926,0.29,122.9
MTU1,05/11/2015 21:32:58,1.922,0.29,122.8
MTU1,05/11/2015 21:32:57,1.923,0.29,122.8
MTU1,05/11/2015 21:32:56,1.923,0.29,122.8
MTU1,05/11/2015 21:32:55,1.925,0.29,122.9
MTU1,05/11/2015 21:32:54,1.925,0.29,122.9
MTU1,05/11/2015 21:32:53,1.927,0.29,122.9
MTU1,05/11/2015 21:33:01,1.927,0.29,122.9
MTU1,05/11/2015 21:32:53,1.923,0.29,122.9
MTU1,05/11/2015 21:32:52,1.921,0.29,122.8
MTU1,05/11/2015 21:32:51,1.922,0.29,122.8
MTU1,05/11/2015 21:32:50,1.925,0.29,122.9
MTU1,05/11/2015 21:32:49,1.929,0.29,123.0
MTU1,05/11/2015 21:32:48,1.926,0.29,122.9
MTU1,05/11/2015 21:32:47,1.923,0.29,122.8
MTU1,05/11/2015 21:32:46,1.923,0.29,122.8
MTU1,05/11/2015 21:32:47,1.923,0.29,122.8
MTU1,05/11/2015 21:32:46,1.921,0.29,122.8
MTU1,05/11/2015 21:32:45,1.923,0.29,122.8
MTU1,05/11/2015 21:32:44,1.926,0.29,122.9
MTU1,05/11/2015 21:32:43,1.927,0.29,122.9
MTU1,05/11/2015 21:32:42,1.921,0.29,122.8
MTU1,05/11/2015 21:32:41,1.921,0.29,122.8
MTU1,05/11/2015 21:32:40,1.922,0.29,122.8
MTU1,05/11/2015 21:32:39,1.926,0.29,122.9
MTU1,05/11/2015 21:32:38,1.929,0.29,123.0
MTU1,05/11/2015 21:32:37,1.926,0.29,122.9
MTU1,05/11/2015 21:32:36,1.923,0.29,122.8
MTU1,05/11/2015 21:32:35,1.923,0.29,122.8
MTU1,05/11/2015 21:32:34,1.926,0.29,122.9
MTU1,05/11/2015 21:32:33,1.928,0.29,122.9
MTU1,05/11/2015 21:32:32,1.927,0.29,122.9
MTU1,05/11/2015 21:32:31,1.924,0.29,122.8
MTU1,05/11/2015 21:32:30,1.923,0.29,122.8
MTU1,05/11/2015 21:32:29,1.924,0.29,122.8
MTU1,05/11/2015 21:32:28,1.927,0.29,122.9
MTU1,05/11/2015 21:32:27,1.929,0.29,123.0
MTU1,05/11/2015 21:32:26,1.927,0.29,122.9
MTU1,05/11/2015 21:32:25,1.924,0.29,122.9
MTU1,05/11/2015 21:32:24,1.923,0.29,122.8
MTU1,05/11/2015 21:32:23,1.926,0.29,122.9
MTU1,05/11/2015 21:32:22,1.929,0.29,123.0
MTU1,05/11/2015 21:32:21,1.929,0.29,123.0
MTU1,05/11/2015 21:32:20,1.925,0.29,122.9
MTU1,05/11/2015 21:32:19,1.924,0.29,122.8
MTU1,05/11/2015 21:32:18,1.924,0.29,122.8
MTU1,05/11/2015 21:32:17,1.927,0.29,122.9
MTU1,05/11/2015 21:32:16,1.930,0.29,123.0
MTU1,05/11/2015 21:32:15,1.928,0.29,123.0
MTU1,05/11/2015 21:32:14,1.924,0.29,122.9
MTU1,05/11/2015 21:32:13,1.924,0.29,122.8
MTU1,05/11/2015 21:32:12,1.927,0.29,122.9
MTU1,05/11/2015 21:32:11,1.929,0.29,123.0
MTU1,05/11/2015 21:32:10,1.930,0.29,123.0
MTU1,05/11/2015 21:32:09,1.926,0.29,122.9
MTU1,05/11/2015 21:32:08,1.926,0.29,122.9
MTU1,05/11/2015 21:32:12,1.926,0.29,122.9
MTU1,05/11/2015 21:32:08,1.923,0.29,122.8
MTU1,05/11/2015 21:32:07,1.924,0.29,122.8
MTU1,05/11/2015 21:32:06,1.928,0.29,122.9
MTU1,05/11/2015 21:32:05,1.930,0.29,123.0
MTU1,05/11/2015 21:32:04,1.926,0.29,122.9
MTU1,05/11/2015 21:32:03,1.924,0.29,122.8
MTU1,05/11/2015 21:32:02,1.924,0.29,122.8
MTU1,05/11/2015 21:32:01,1.927,0.29,122.9
MTU1,05/11/2015 21:32:00,1.931,0.29,123.0
MTU1,05/11/2015 21:31:59,1.928,0.29,122.9
MTU1,05/11/2015 21:31:58,1.925,0.29,122.8
MTU1,05/11/2015 21:31:57,1.928,0.29,122.9
MTU1,05/11/2015 21:31:56,1.928,0.29,122.9
MTU1,05/11/2015 21:31:55,1.931,0.29,123.0
MTU1,05/11/2015 21:31:54,1.930,0.29,123.0
MTU1,05/11/2015 21:31:53,1.926,0.29,122.9
MTU1,05/11/2015 21:31:52,1.924,0.29,122.8
MTU1,05/11/2015 21:31:51,1.926,0.29,122.9
MTU1,05/11/2015 21:31:50,1.929,0.29,123.0
MTU1,05/11/2015 21:31:49,1.931,0.29,123.0
MTU1,05/11/2015 21:31:48,1.928,0.29,123.0
MTU1,05/11/2015 21:31:47,1.928,0.29,123.0
MTU1,05/11/2015 21:31:46,1.926,0.29,122.8
MTU1,05/11/2015 21:31:47,1.926,0.29,122.8
MTU1,05/11/2015 21:31:46,1.926,0.29,122.8
MTU1,05/11/2015 21:31:45,1.928,0.29,122.9
MTU1,05/11/2015 21:31:44,1.930,0.29,123.0
MTU1,05/11/2015 21:31:43,1.930,0.29,123.0
MTU1,05/11/2015 21:31:42,1.925,0.29,122.8
MTU1,05/11/2015 21:31:41,1.925,0.29,122.8
MTU1,05/11/2015 21:31:40,1.926,0.29,122.9
MTU1,05/11/2015 21:31:39,1.928,0.29,122.9
MTU1,05/11/2015 21:31:38,1.932,0.29,123.0
MTU1,05/11/2015 21:31:37,1.932,0.29,123.0
MTU1,05/11/2015 21:31:36,1.927,0.29,122.9
MTU1,05/11/2015 21:31:35,1.926,0.29,122.9
MTU1,05/11/2015 21:31:34,1.928,0.29,122.9
MTU1,05/11/2015 21:31:33,1.930,0.29,123.0
MTU1,05/11/2015 21:31:32,1.931,0.29,123.0
MTU1,05/11/2015 21:31:31,1.931,0.29,123.0
MTU1,05/11/2015 21:31:39,1.931,0.29,123.0
MTU1,05/11/2015 21:31:31,1.931,0.29,123.0
MTU1,05/11/2015 21:31:30,1.929,0.29,123.0
MTU1,05/11/2015 21:31:29,1.929,0.29,123.0
MTU1,05/11/2015 21:31:33,1.929,0.29,123.0
MTU1,05/11/2015 21:31:29,1.928,0.29,122.9
MTU1,05/11/2015 21:31:28,1.929,0.29,122.9
MTU1,05/11/2015 21:31:27,1.931,0.29,123.0
MTU1,05/11/2015 21:31:26,1.935,0.30,123.2
MTU1,05/11/2015 21:31:25,1.934,0.30,123.2
MTU1,05/11/2015 21:31:24,1.932,0.29,123.1
MTU1,05/11/2015 21:31:23,1.930,0.29,123.0
MTU1,05/11/2015 21:31:22,1.930,0.29,123.0
MTU1,05/11/2015 21:31:21,1.932,0.29,123.1
MTU1,05/11/2015 21:31:20,1.935,0.30,123.2
MTU1,05/11/2015 21:31:19,1.937,0.30,123.2
MTU1,05/11/2015 21:31:18,1.935,0.30,123.2
MTU1,05/11/2015 21:31:17,1.933,0.29,123.1
MTU1,05/11/2015 21:31:16,1.932,0.29,123.1
MTU1,05/11/2015 21:31:15,1.932,0.29,123.1
MTU1,05/11/2015 21:31:14,1.932,0.29,123.1
MTU1,05/11/2015 21:31:16,1.932,0.29,123.1
MTU1,05/11/2015 21:31:14,1.933,0.29,123.1
MTU1,05/11/2015 21:31:13,1.935,0.30,123.2
MTU1,05/11/2015 21:31:12,1.936,0.30,123.2
MTU1,05/11/2015 21:31:11,1.934,0.30,123.2
MTU1,05/11/2015 21:31:10,1.933,0.29,123.1
MTU1,05/11/2015 21:31:09,1.933,0.29,123.1
MTU1,05/11/2015 21:31:13,1.933,0.29,123.1
MTU1,05/11/2015 21:31:09,1.933,0.29,123.1
MTU1,05/11/2015 21:31:08,1.935,0.30,123.2
MTU1,05/11/2015 21:31:07,1.937,0.30,123.2
MTU1,05/11/2015 21:31:06,1.938,0.30,123.3
MTU1,05/11/2015 21:31:05,1.937,0.30,123.2
MTU1,05/11/2015 21:31:04,1.935,0.30,123.2
MTU1,05/11/2015 21:31:03,1.934,0.30,123.2
MTU1,05/11/2015 21:31:02,1.934,0.30,123.1
MTU1,05/11/2015 21:31:01,1.936,0.30,123.2
MTU1,05/11/2015 21:31:00,1.937,0.30,123.2
MTU1,05/11/2015 21:30:59,1.938,0.30,123.3
MTU1,05/11/2015 21:30:58,1.937,0.30,123.2
MTU1,05/11/2015 21:30:57,1.933,0.29,123.1
MTU1,05/11/2015 21:30:56,1.933,0.29,123.1
MTU1,05/11/2015 21:30:55,1.935,0.30,123.1
MTU1,05/11/2015 21:30:54,1.935,0.30,123.1
MTU1,05/11/2015 21:30:53,1.935,0.30,123.1
MTU1,05/11/2015 21:30:52,1.937,0.30,123.2
MTU1,05/11/2015 21:31:01,1.937,0.30,123.2
MTU1,05/11/2015 21:30:52,1.938,0.30,123.2
MTU1,05/11/2015 21:30:53,1.938,0.30,123.2
MTU1,05/11/2015 21:30:52,1.938,0.30,123.2
MTU1,05/11/2015 21:30:51,1.936,0.30,123.2
MTU1,05/11/2015 21:30:50,1.934,0.30,123.1
MTU1,05/11/2015 21:30:49,1.933,0.29,123.0
MTU1,05/11/2015 21:30:48,1.938,0.30,123.2
MTU1,05/11/2015 21:30:47,1.938,0.30,123.2
MTU1,05/11/2015 21:30:46,1.938,0.30,123.2
MTU1,05/11/2015 21:30:47,1.938,0.30,123.2
MTU1,05/11/2015 21:30:46,1.938,0.30,123.2
MTU1,05/11/2015 21:30:47,1.938,0.30,123.2
MTU1,05/11/2015 21:30:46,1.940,0.30,123.3
MTU1,05/11/2015 21:30:45,1.937,0.30,123.2
MTU1,05/11/2015 21:30:44,1.935,0.30,123.2
MTU1,05/11/2015 21:30:43,1.934,0.30,123.1
MTU1,05/11/2015 21:30:42,1.938,0.30,123.2
MTU1,05/11/2015 21:30:41,1.938,0.30,123.2
MTU1,05/11/2015 21:30:40,1.939,0.30,123.2
MTU1,05/11/2015 21:30:39,1.938,0.30,123.2
MTU1,05/11/2015 21:30:38,1.936,0.30,123.2
MTU1,05/11/2015 21:30:37,1.934,0.30,123.1
MTU1,05/11/2015 21:30:36,1.935,0.30,123.1
MTU1,05/11/2015 21:30:35,1.935,0.30,123.1
MTU1,05/11/2015 21:30:45,1.935,0.30,123.1
MTU1,05/11/2015 21:30:35,1.938,0.30,123.2
MTU1,05/11/2015 21:30:34,1.940,0.30,123.3
MTU1,05/11/2015 21:30:33,1.940,0.30,123.3
MTU1,05/11/2015 21:30:41,1.940,0.30,123.3
MTU1,05/11/2015 21:30:33,1.939,0.30,123.3
MTU1,05/11/2015 21:30:32,1.934,0.30,123.1
MTU1,05/11/2015 21:30:31,1.934,0.30,123.1
MTU1,05/11/2015 21:30:39,1.934,0.30,123.1
MTU1,05/11/2015 21:30:31,1.934,0.30,123.1
MTU1,05/11/2015 21:30:30,1.934,0.30,123.1
MTU1,05/11/2015 21:30:29,1.937,0.30,123.2
MTU1,05/11/2015 21:30:28,1.938,0.30,123.2
MTU1,05/11/2015 21:30:27,1.939,0.30,123.2
MTU1,05/11/2015 21:30:26,1.934,0.30,123.1
MTU1,05/11/2015 21:30:25,1.934,0.30,123.1
MTU1,05/11/2015 21:30:24,1.935,0.30,123.1
MTU1,05/11/2015 21:30:23,1.935,0.30,123.1
MTU1,05/11/2015 21:30:33,1.935,0.30,123.1
MTU1,05/11/2015 21:30:23,1.935,0.30,123.1
MTU1,05/11/2015 21:30:22,1.939,0.30,123.2
MTU1,05/11/2015 21:30:21,1.938,0.30,123.2
MTU1,05/11/2015 21:30:20,1.936,0.30,123.2
MTU1,05/11/2015 21:30:19,1.933,0.29,123.1
MTU1,05/11/2015 21:30:18,1.934,0.30,123.1
MTU1,05/11/2015 21:30:17,1.938,0.30,123.2
MTU1,05/11/2015 21:30:16,1.940,0.30,123.3
MTU1,05/11/2015 21:30:15,1.940,0.30,123.3
MTU1,05/11/2015 21:30:17,1.940,0.30,123.3
MTU1,05/11/2015 21:30:15,1.940,0.30,123.3
MTU1,05/11/2015 21:30:14,1.940,0.30,123.3
MTU1,05/11/2015 21:30:24,1.940,0.30,123.3
MTU1,05/11/2015 21:30:14,1.936,0.30,123.2
MTU1,05/11/2015 21:30:13,1.936,0.30,123.1
MTU1,05/11/2015 21:30:12,1.937,0.30,123.1
MTU1,05/11/2015 21:30:13,1.937,0.30,123.1
MTU1,05/11/2015 21:30:12,1.937,0.30,123.1
MTU1,05/11/2015 21:30:11,1.940,0.30,123.2
MTU1,05/11/2015 21:30:10,1.942,0.30,123.3
MTU1,05/11/2015 21:30:09,1.938,0.30,123.1
MTU1,05/11/2015 21:30:08,1.935,0.30,123.0
MTU1,05/11/2015 21:30:07,1.936,0.30,123.1
MTU1,05/11/2015 21:30:06,1.939,0.30,123.2
MTU1,05/11/2015 21:30:05,1.942,0.30,123.3
MTU1,05/11/2015 21:30:04,1.938,0.30,123.2
MTU1,05/11/2015 21:30:03,1.936,0.30,123.2
MTU1,05/11/2015 21:30:02,1.939,0.30,123.3
MTU1,05/11/2015 21:30:01,1.943,0.30,123.4
MTU1,05/11/2015 21:30:00,1.944,0.30,123.4
MTU1,05/11/2015 21:29:59,1.939,0.30,123.2
MTU1,05/11/2015 21:29:58,1.939,0.30,123.2
MTU1,05/11/2015 21:30:02,1.939,0.30,123.2
MTU1,05/11/2015 21:29:58,1.939,0.30,123.2
MTU1,05/11/2015 21:29:57,1.939,0.30,123.2
MTU1,05/11/2015 21:29:56,1.944,0.30,123.4
MTU1,05/11/2015 21:29:57,1.944,0.30,123.4
MTU1,05/11/2015 21:29:56,1.944,0.30,123.4
MTU1,05/11/2015 21:29:55,1.945,0.30,123.4
MTU1,05/11/2015 21:29:54,1.940,0.30,123.3
MTU1,05/11/2015 21:29:53,1.937,0.30,123.2
MTU1,05/11/2015 21:29:52,1.940,0.30,123.3
MTU1,05/11/2015 21:29:51,1.945,0.30,123.4
MTU1,05/11/2015 21:29:50,1.945,0.30,123.4
MTU1,05/11/2015 21:29:58,1.945,0.30,123.4
MTU1,05/11/2015 21:29:50,1.945,0.30,123.4
MTU1,05/11/2015 21:29:49,1.945,0.30,123.4
MTU1,05/11/2015 21:29:48,1.935,0.30,123.0
MTU1,05/11/2015 21:29:52,1.935,0.30,123.0
MTU1,05/11/2015 21:29:48,1.935,0.30,123.0
MTU1,05/11/2015 21:29:52,1.935,0.30,123.0
MTU1,05/11/2015 21:29:48,1.935,0.30,123.0
MTU1,05/11/2015 21:29:47,1.942,0.30,123.3
MTU1,05/11/2015 21:29:46,1.946,0.30,123.4
MTU1,05/11/2015 21:29:47,1.946,0.30,123.4
MTU1,05/11/2015 21:29:46,1.946,0.30,123.4
MTU1,05/11/2015 21:29:45,1.938,0.30,123.2
MTU1,05/11/2015 21:29:44,1.941,0.30,123.3
MTU1,05/11/2015 21:29:43,1.943,0.30,123.4
MTU1,05/11/2015 21:29:42,1.947,0.30,123.5
MTU1,05/11/2015 21:29:41,1.947,0.30,123.5
MTU1,05/11/2015 21:29:40,1.941,0.30,123.3
MTU1,05/11/2015 21:29:39,1.941,0.30,123.3
MTU1,05/11/2015 21:29:38,1.946,0.30,123.4
MTU1,05/11/2015 21:29:37,1.948,0.30,123.5
MTU1,05/11/2015 21:29:36,1.942,0.30,123.4
MTU1,05/11/2015 21:29:35,1.941,0.30,123.3
MTU1,05/11/2015 21:29:34,1.945,0.30,123.4
MTU1,05/11/2015 21:29:33,1.949,0.30,123.5
MTU1,05/11/2015 21:29:32,1.943,0.30,123.4
MTU1,05/11/2015 21:29:31,1.941,0.30,123.3
MTU1,05/11/2015 21:29:39,1.941,0.30,123.3
MTU1,05/11/2015 21:29:31,1.941,0.30,123.3
MTU1,05/11/2015 21:29:30,1.945,0.30,123.5
MTU1,05/11/2015 21:29:29,1.949,0.30,123.6
MTU1,05/11/2015 21:29:28,1.943,0.30,123.4
MTU1,05/11/2015 21:29:27,1.942,0.30,123.3
MTU1,05/11/2015 21:29:26,1.946,0.30,123.4
MTU1,05/11/2015 21:29:25,1.950,0.30,123.5
MTU1,05/11/2015 21:29:24,1.944,0.30,123.5
MTU1,05/11/2015 21:29:23,1.942,0.30,123.3
MTU1,05/11/2015 21:29:22,1.944,0.30,123.4
MTU1,05/11/2015 21:29:21,1.950,0.30,123.5
MTU1,05/11/2015 21:29:20,1.950,0.30,123.5
MTU1,05/11/2015 21:29:19,1.946,0.30,123.4
MTU1,05/11/2015 21:29:23,1.946,0.30,123.4
MTU1,05/11/2015 21:29:19,1.942,0.30,123.3
MTU1,05/11/2015 21:29:18,1.942,0.30,123.3
MTU1,05/11/2015 21:29:17,1.947,0.30,123.5
MTU1,05/11/2015 21:29:16,1.949,0.30,123.5
MTU1,05/11/2015 21:29:15,1.943,0.30,123.4
MTU1,05/11/2015 21:29:14,1.941,0.30,123.3
MTU1,05/11/2015 21:29:13,1.941,0.30,123.3
MTU1,05/11/2015 21:29:12,1.946,0.30,123.4
MTU1,05/11/2015 21:29:13,1.946,0.30,123.4
MTU1,05/11/2015 21:29:12,1.949,0.30,123.5
MTU1,05/11/2015 21:29:11,1.945,0.30,123.4
MTU1,05/11/2015 21:29:10,1.941,0.30,123.3
MTU1,05/11/2015 21:29:09,1.942,0.30,123.3
MTU1,05/11/2015 21:29:08,1.947,0.30,123.5
MTU1,05/11/2015 21:29:07,1.946,0.30,123.4
MTU1,05/11/2015 21:29:06,1.941,0.30,123.3
MTU1,05/11/2015 21:29:05,1.940,0.30,123.3
MTU1,05/11/2015 21:29:04,1.944,0.30,123.4
MTU1,05/11/2015 21:29:03,1.948,0.30,123.5
MTU1,05/11/2015 21:29:02,1.944,0.30,123.4
MTU1,05/11/2015 21:29:01,1.941,0.30,123.3
MTU1,05/11/2015 21:29:00,1.942,0.30,123.3
MTU1,05/11/2015 21:28:59,1.946,0.30,123.4
MTU1,05/11/2015 21:28:58,1.947,0.30,123.4
MTU1,05/11/2015 21:28:57,1.939,0.30,123.2
MTU1,05/11/2015 21:28:56,1.939,0.30,123.2
MTU1,05/11/2015 21:28:55,1.942,0.30,123.3
MTU1,05/11/2015 21:28:54,1.947,0.30,123.4
MTU1,05/11/2015 21:28:53,1.946,0.30,123.4
MTU1,05/11/2015 21:28:52,1.941,0.30,123.3
MTU1,05/11/2015 21:28:51,1.941,0.30,123.3
MTU1,05/11/2015 21:28:50,1.944,0.30,123.4
MTU1,05/11/2015 21:28:49,1.948,0.30,123.5
MTU1,05/11/2015 21:28:48,1.946,0.30,123.4
MTU1,05/11/2015 21:28:47,1.941,0.30,123.3
MTU1,05/11/2015 21:28:46,1.941,0.30,123.3
MTU1,05/11/2015 21:28:45,1.945,0.30,123.4
MTU1,05/11/2015 21:28:44,1.949,0.30,123.5
MTU1,05/11/2015 21:28:43,1.945,0.30,123.4
MTU1,05/11/2015 21:28:42,1.942,0.30,123.3
MTU1,05/11/2015 21:28:41,1.942,0.30,123.3
MTU1,05/11/2015 21:28:40,1.945,0.30,123.4
MTU1,05/11/2015 21:28:39,1.947,0.30,123.5
MTU1,05/11/2015 21:28:38,1.943,0.30,123.3
MTU1,05/11/2015 21:28:37,1.940,0.30,123.2
MTU1,05/11/2015 21:28:36,1.944,0.30,123.4
MTU1,05/11/2015 21:28:35,1.948,0.30,123.5
MTU1,05/11/2015 21:28:34,1.944,0.30,123.4
MTU1,05/11/2015 21:28:33,1.944,0.30,123.4
MTU1,05/11/2015 21:28:32,1.944,0.30,123.4
MTU1,05/11/2015 21:28:33,1.944,0.30,123.4
MTU1,05/11/2015 21:28:32,1.942,0.30,123.3
MTU1,05/11/2015 21:28:31,1.944,0.30,123.4
MTU1,05/11/2015 21:28:30,1.948,0.30,123.4
MTU1,05/11/2015 21:28:29,1.947,0.30,123.4
MTU1,05/11/2015 21:28:28,1.943,0.30,123.3
MTU1,05/11/2015 21:28:27,1.941,0.30,123.2
MTU1,05/11/2015 21:28:26,1.942,0.30,123.3
MTU1,05/11/2015 21:28:25,1.945,0.30,123.4
MTU1,05/11/2015 21:28:24,1.947,0.30,123.4
MTU1,05/11/2015 21:28:23,1.943,0.30,123.3
MTU1,05/11/2015 21:28:22,1.941,0.30,123.2
MTU1,05/11/2015 21:28:21,1.942,0.30,123.2
MTU1,05/11/2015 21:28:20,1.943,0.30,123.3
MTU1,05/11/2015 21:28:19,1.945,0.30,123.3
MTU1,05/11/2015 21:28:18,1.941,0.30,123.2
MTU1,05/11/2015 21:28:17,1.937,0.30,123.1
MTU1,05/11/2015 21:28:25,1.937,0.30,123.1
MTU1,05/11/2015 21:28:17,1.937,0.30,123.1
MTU1,05/11/2015 21:28:16,1.939,0.30,123.1
MTU1,05/11/2015 21:28:15,1.943,0.30,123.2
MTU1,05/11/2015 21:28:14,1.944,0.30,123.3
MTU1,05/11/2015 21:28:13,1.941,0.30,123.2
MTU1,05/11/2015 21:28:12,1.938,0.30,123.1
MTU1,05/11/2015 21:28:11,1.940,0.30,123.2
MTU1,05/11/2015 21:28:10,1.945,0.30,123.3
MTU1,05/11/2015 21:28:09,1.945,0.30,123.3
MTU1,05/11/2015 21:28:08,1.940,0.30,123.2
MTU1,05/11/2015 21:28:07,1.939,0.30,123.1
MTU1,05/11/2015 21:28:06,1.943,0.30,123.3
MTU1,05/11/2015 21:28:05,1.948,0.30,123.4
MTU1,05/11/2015 21:28:04,1.943,0.30,123.3
MTU1,05/11/2015 21:28:03,1.940,0.30,123.2
MTU1,05/11/2015 21:28:02,1.941,0.30,123.2
MTU1,05/11/2015 21:28:01,1.945,0.30,123.3
MTU1,05/11/2015 21:28:00,1.947,0.30,123.3
MTU1,05/11/2015 21:27:59,1.942,0.30,123.2
MTU1,05/11/2015 21:27:58,1.940,0.30,123.1
MTU1,05/11/2015 21:27:57,1.947,0.30,123.3
MTU1,05/11/2015 21:27:56,1.947,0.30,123.3
MTU1,05/11/2015 21:27:55,1.944,0.30,123.3
MTU1,05/11/2015 21:27:54,1.940,0.30,123.2
MTU1,05/11/2015 21:27:53,1.940,0.30,123.1
MTU1,05/11/2015 21:27:52,1.945,0.30,123.3
MTU1,05/11/2015 21:27:51,1.947,0.30,123.3
MTU1,05/11/2015 21:27:50,1.943,0.30,123.2
MTU1,05/11/2015 21:27:49,1.940,0.30,123.1
MTU1,05/11/2015 21:27:48,1.941,0.30,123.1
MTU1,05/11/2015 21:27:47,1.945,0.30,123.2
MTU1,05/11/2015 21:27:46,1.947,0.30,123.3
MTU1,05/11/2015 21:27:47,1.947,0.30,123.3
MTU1,05/11/2015 21:27:46,1.947,0.30,123.3
MTU1,05/11/2015 21:27:45,1.942,0.30,123.2
MTU1,05/11/2015 21:27:44,1.939,0.30,123.1
MTU1,05/11/2015 21:27:43,1.941,0.30,123.1
MTU1,05/11/2015 21:27:42,1.945,0.30,123.2
MTU1,05/11/2015 21:27:41,1.945,0.30,123.2
MTU1,05/11/2015 21:27:40,1.940,0.30,123.1
MTU1,05/11/2015 21:27:39,1.939,0.30,123.0
MTU1,05/11/2015 21:27:38,1.942,0.30,123.1
MTU1,05/11/2015 21:27:37,1.947,0.30,123.3
MTU1,05/11/2015 21:27:36,1.947,0.30,123.3
MTU1,05/11/2015 21:27:37,1.947,0.30,123.3
MTU1,05/11/2015 21:27:36,1.947,0.30,123.3
MTU1,05/11/2015 21:27:35,1.943,0.30,123.2
MTU1,05/11/2015 21:27:45,1.943,0.30,123.2
MTU1,05/11/2015 21:27:35,1.940,0.30,123.1
MTU1,05/11/2015 21:27:34,1.941,0.30,123.1
MTU1,05/11/2015 21:27:33,1.946,0.30,123.3
MTU1,05/11/2015 21:27:32,1.946,0.30,123.3
MTU1,05/11/2015 21:27:31,1.941,0.30,123.1
MTU1,05/11/2015 21:27:30,1.939,0.30,123.1
MTU1,05/11/2015 21:27:29,1.944,0.30,123.2
MTU1,05/11/2015 21:27:28,1.948,0.30,123.3
MTU1,05/11/2015 21:27:27,1.948,0.30,123.3
MTU1,05/11/2015 21:27:26,1.948,0.30,123.3
MTU1,05/11/2015 21:27:27,1.948,0.30,123.3
MTU1,05/11/2015 21:27:26,1.944,0.30,123.2
MTU1,05/11/2015 21:27:27,1.944,0.30,123.2
MTU1,05/11/2015 21:27:26,1.940,0.30,123.1
MTU1,05/11/2015 21:27:25,1.941,0.30,123.1
MTU1,05/11/2015 21:27:24,1.946,0.30,123.2
MTU1,05/11/2015 21:27:23,1.947,0.30,123.2
MTU1,05/11/2015 21:27:22,1.940,0.30,123.1
MTU1,05/11/2015 21:27:33,1.940,0.30,123.1
MTU1,05/11/2015 21:27:22,1.940,0.30,123.1
MTU1,05/11/2015 21:27:21,1.940,0.30,123.0
MTU1,05/11/2015 21:27:20,1.943,0.30,123.1
MTU1,05/11/2015 21:27:19,1.944,0.30,123.2
MTU1,05/11/2015 21:27:18,1.944,0.30,123.2
MTU1,05/11/2015 21:27:22,1.944,0.30,123.2
MTU1,05/11/2015 21:27:18,1.944,0.30,123.2
MTU1,05/11/2015 21:27:17,1.940,0.30,123.1
MTU1,05/11/2015 21:27:16,1.942,0.30,123.1
MTU1,05/11/2015 21:27:15,1.946,0.30,123.2
MTU1,05/11/2015 21:27:14,1.947,0.30,123.2
MTU1,05/11/2015 21:27:13,1.942,0.30,123.1
MTU1,05/11/2015 21:27:12,1.940,0.30,123.0
MTU1,05/11/2015 21:27:11,1.943,0.30,123.1
MTU1,05/11/2015 21:27:10,1.947,0.30,123.2
MTU1,05/11/2015 21:27:09,1.945,0.30,123.2
MTU1,05/11/2015 21:27:08,1.945,0.30,123.2
MTU1,05/11/2015 21:27:12,1.945,0.30,123.2
MTU1,05/11/2015 21:27:08,1.940,0.30,123.0
MTU1,05/11/2015 21:27:07,1.939,0.30,123.0
MTU1,05/11/2015 21:27:06,1.942,0.30,123.1
MTU1,05/11/2015 21:27:05,1.945,0.30,123.1
MTU1,05/11/2015 21:27:04,1.943,0.30,123.1
MTU1,05/11/2015 21:27:03,1.939,0.30,123.0
MTU1,05/11/2015 21:27:02,1.939,0.30,123.0
MTU1,05/11/2015 21:27:01,1.943,0.30,123.1
MTU1,05/11/2015 21:27:00,1.946,0.30,123.2
MTU1,05/11/2015 21:26:59,1.946,0.30,123.2
MTU1,05/11/2015 21:26:58,1.945,0.30,123.1
MTU1,05/11/2015 21:27:02,1.945,0.30,123.1
MTU1,05/11/2015 21:26:58,1.940,0.30,123.0
MTU1,05/11/2015 21:26:57,1.943,0.30,123.0
MTU1,05/11/2015 21:26:56,1.943,0.30,123.0
MTU1,05/11/2015 21:27:05,1.943,0.30,123.0
